informal_text,formal_date
در ۲۲ یازده یک هزار و سیصد و نود,1390/11/22
در ۲۲ یازده سال 1390,1390/11/22
در ۲۲ یازده سال ۱۳۹۰,1390/11/22
در ۲۲ یازده سال یک هزار و سیصد و نود,1390/11/22
در ۲۲ یازدهم 1390,1390/11/22
در ۲۲ یازدهم ۱۳۹۰,1390/11/22
در ۲۲ یازدهم یک هزار و سیصد و نود,1390/11/22
در ۲۲ یازدهم سال 1390,1390/11/22
در ۲۲ یازدهم سال ۱۳۹۰,1390/11/22
در ۲۲ یازدهم سال یک هزار و سیصد و نود,1390/11/22
در ۲۲ بهمن 1390,1390/11/22
در ۲۲ بهمن ۱۳۹۰,1390/11/22
در ۲۲ بهمن یک هزار و سیصد و نود,1390/11/22
در ۲۲ بهمن سال 1390,1390/11/22
در ۲۲ بهمن سال ۱۳۹۰,1390/11/22
در ۲۲ بهمن سال یک هزار و سیصد و نود,1390/11/22
در ۲۲ ماه 11 1390,1390/11/22
در ۲۲ ماه 11 ۱۳۹۰,1390/11/22
در ۲۲ ماه 11 یک هزار و سیصد و نود,1390/11/22
در ۲۲ ماه 11 سال 1390,1390/11/22
در ۲۲ ماه 11 سال ۱۳۹۰,1390/11/22
در ۲۲ ماه 11 سال یک هزار و سیصد و نود,1390/11/22
در ۲۲ ماه ۱۱ 1390,1390/11/22
در ۲۲ ماه ۱۱ ۱۳۹۰,1390/11/22
در ۲۲ ماه ۱۱ یک هزار و سیصد و نود,1390/11/22
در ۲۲ ماه ۱۱ سال 1390,1390/11/22
در ۲۲ ماه ۱۱ سال ۱۳۹۰,1390/11/22
در ۲۲ ماه ۱۱ سال یک هزار و سیصد و نود,1390/11/22
در ۲۲ ماه یازده 1390,1390/11/22
در ۲۲ ماه یازده ۱۳۹۰,1390/11/22
در ۲۲ ماه یازده یک هزار و سیصد و نود,1390/11/22
در ۲۲ ماه یازده سال 1390,1390/11/22
در ۲۲ ماه یازده سال ۱۳۹۰,1390/11/22
در ۲۲ ماه یازده سال یک هزار و سیصد و نود,1390/11/22
در ۲۲ ماه بهمن 1390,1390/11/22
در ۲۲ ماه بهمن ۱۳۹۰,1390/11/22
در ۲۲ ماه بهمن یک هزار و سیصد و نود,1390/11/22
در ۲۲ ماه بهمن سال 1390,1390/11/22
در ۲۲ ماه بهمن سال ۱۳۹۰,1390/11/22
در ۲۲ ماه بهمن سال یک هزار و سیصد و نود,1390/11/22
در بیست و دو 11 1390,1390/11/22
در بیست و دو 11 ۱۳۹۰,1390/11/22
در بیست و دو 11 یک هزار و سیصد و نود,1390/11/22
در بیست و دو 11 سال 1390,1390/11/22
در بیست و دو 11 سال ۱۳۹۰,1390/11/22
در بیست و دو 11 سال یک هزار و سیصد و نود,1390/11/22
در بیست و دو ۱۱ 1390,1390/11/22
در بیست و دو ۱۱ ۱۳۹۰,1390/11/22
در بیست و دو ۱۱ یک هزار و سیصد و نود,1390/11/22
در بیست و دو ۱۱ سال 1390,1390/11/22
در بیست و دو ۱۱ سال ۱۳۹۰,1390/11/22
در بیست و دو ۱۱ سال یک هزار و سیصد و نود,1390/11/22
در بیست و دو یازده 1390,1390/11/22
در بیست و دو یازده ۱۳۹۰,1390/11/22
در بیست و دو یازده یک هزار و سیصد و نود,1390/11/22
در بیست و دو یازده سال 1390,1390/11/22
در بیست و دو یازده سال ۱۳۹۰,1390/11/22
در بیست و دو یازده سال یک هزار و سیصد و نود,1390/11/22
در بیست و دو یازدهم 1390,1390/11/22
در بیست و دو یازدهم ۱۳۹۰,1390/11/22
در بیست و دو یازدهم یک هزار و سیصد و نود,1390/11/22
در بیست و دو یازدهم سال 1390,1390/11/22
در بیست و دو یازدهم سال ۱۳۹۰,1390/11/22
در بیست و دو یازدهم سال یک هزار و سیصد و نود,1390/11/22
در بیست و دو بهمن 1390,1390/11/22
در بیست و دو بهمن ۱۳۹۰,1390/11/22
در بیست و دو بهمن یک هزار و سیصد و نود,1390/11/22
در بیست و دو بهمن سال 1390,1390/11/22
در بیست و دو بهمن سال ۱۳۹۰,1390/11/22
در بیست و دو بهمن سال یک هزار و سیصد و نود,1390/11/22
در بیست و دو ماه 11 1390,1390/11/22
در بیست و دو ماه 11 ۱۳۹۰,1390/11/22
در بیست و دو ماه 11 یک هزار و سیصد و نود,1390/11/22
در بیست و دو ماه 11 سال 1390,1390/11/22
در بیست و دو ماه 11 سال ۱۳۹۰,1390/11/22
در بیست و دو ماه 11 سال یک هزار و سیصد و نود,1390/11/22
در بیست و دو ماه ۱۱ 1390,1390/11/22
در بیست و دو ماه ۱۱ ۱۳۹۰,1390/11/22
در بیست و دو ماه ۱۱ یک هزار و سیصد و نود,1390/11/22
در بیست و دو ماه ۱۱ سال 1390,1390/11/22
در بیست و دو ماه ۱۱ سال ۱۳۹۰,1390/11/22
در بیست و دو ماه ۱۱ سال یک هزار و سیصد و نود,1390/11/22
در بیست و دو ماه یازده 1390,1390/11/22
در بیست و دو ماه یازده ۱۳۹۰,1390/11/22
در بیست و دو ماه یازده یک هزار و سیصد و نود,1390/11/22
در بیست و دو ماه یازده سال 1390,1390/11/22
در بیست و دو ماه یازده سال ۱۳۹۰,1390/11/22
در بیست و دو ماه یازده سال یک هزار و سیصد و نود,1390/11/22
در بیست و دو ماه بهمن 1390,1390/11/22
در بیست و دو ماه بهمن ۱۳۹۰,1390/11/22
در بیست و دو ماه بهمن یک هزار و سیصد و نود,1390/11/22
در بیست و دو ماه بهمن سال 1390,1390/11/22
در بیست و دو ماه بهمن سال ۱۳۹۰,1390/11/22
در بیست و دو ماه بهمن سال یک هزار و سیصد و نود,1390/11/22
در بیست و دوم 11 1390,1390/11/22
در بیست و دوم 11 ۱۳۹۰,1390/11/22
در بیست و دوم 11 یک هزار و سیصد و نود,1390/11/22
در بیست و دوم 11 سال 1390,1390/11/22
در بیست و دوم 11 سال ۱۳۹۰,1390/11/22
در بیست و دوم 11 سال یک هزار و سیصد و نود,1390/11/22
در بیست و دوم ۱۱ 1390,1390/11/22
در بیست و دوم ۱۱ ۱۳۹۰,1390/11/22
در بیست و دوم ۱۱ یک هزار و سیصد و نود,1390/11/22
در بیست و دوم ۱۱ سال 1390,1390/11/22
در بیست و دوم ۱۱ سال ۱۳۹۰,1390/11/22
در بیست و دوم ۱۱ سال یک هزار و سیصد و نود,1390/11/22
در بیست و دوم یازده 1390,1390/11/22
در بیست و دوم یازده ۱۳۹۰,1390/11/22
در بیست و دوم یازده یک هزار و سیصد و نود,1390/11/22
در بیست و دوم یازده سال 1390,1390/11/22
در بیست و دوم یازده سال ۱۳۹۰,1390/11/22
در بیست و دوم یازده سال یک هزار و سیصد و نود,1390/11/22
در بیست و دوم یازدهم 1390,1390/11/22
در بیست و دوم یازدهم ۱۳۹۰,1390/11/22
در بیست و دوم یازدهم یک هزار و سیصد و نود,1390/11/22
در بیست و دوم یازدهم سال 1390,1390/11/22
در بیست و دوم یازدهم سال ۱۳۹۰,1390/11/22
در بیست و دوم یازدهم سال یک هزار و سیصد و نود,1390/11/22
در بیست و دوم بهمن 1390,1390/11/22
در بیست و دوم بهمن ۱۳۹۰,1390/11/22
در بیست و دوم بهمن یک هزار و سیصد و نود,1390/11/22
در بیست و دوم بهمن سال 1390,1390/11/22
در بیست و دوم بهمن سال ۱۳۹۰,1390/11/22
در بیست و دوم بهمن سال یک هزار و سیصد و نود,1390/11/22
در بیست و دوم ماه 11 1390,1390/11/22
در بیست و دوم ماه 11 ۱۳۹۰,1390/11/22
در بیست و دوم ماه 11 یک هزار و سیصد و نود,1390/11/22
در بیست و دوم ماه 11 سال 1390,1390/11/22
در بیست و دوم ماه 11 سال ۱۳۹۰,1390/11/22
در بیست و دوم ماه 11 سال یک هزار و سیصد و نود,1390/11/22
در بیست و دوم ماه ۱۱ 1390,1390/11/22
در بیست و دوم ماه ۱۱ ۱۳۹۰,1390/11/22
در بیست و دوم ماه ۱۱ یک هزار و سیصد و نود,1390/11/22
در بیست و دوم ماه ۱۱ سال 1390,1390/11/22
در بیست و دوم ماه ۱۱ سال ۱۳۹۰,1390/11/22
در بیست و دوم ماه ۱۱ سال یک هزار و سیصد و نود,1390/11/22
در بیست و دوم ماه یازده 1390,1390/11/22
در بیست و دوم ماه یازده ۱۳۹۰,1390/11/22
در بیست و دوم ماه یازده یک هزار و سیصد و نود,1390/11/22
در بیست و دوم ماه یازده سال 1390,1390/11/22
در بیست و دوم ماه یازده سال ۱۳۹۰,1390/11/22
در بیست و دوم ماه یازده سال یک هزار و سیصد و نود,1390/11/22
در بیست و دوم ماه بهمن 1390,1390/11/22
در بیست و دوم ماه بهمن ۱۳۹۰,1390/11/22
در بیست و دوم ماه بهمن یک هزار و سیصد و نود,1390/11/22
در بیست و دوم ماه بهمن سال 1390,1390/11/22
در بیست و دوم ماه بهمن سال ۱۳۹۰,1390/11/22
در بیست و دوم ماه بهمن سال یک هزار و سیصد و نود,1390/11/22
در روز 22 11 1390,1390/11/22
در روز 22 11 ۱۳۹۰,1390/11/22
در روز 22 11 یک هزار و سیصد و نود,1390/11/22
در روز 22 11 سال 1390,1390/11/22
در روز 22 11 سال ۱۳۹۰,1390/11/22
در روز 22 11 سال یک هزار و سیصد و نود,1390/11/22
در روز 22 ۱۱ 1390,1390/11/22
در روز 22 ۱۱ ۱۳۹۰,1390/11/22
در روز 22 ۱۱ یک هزار و سیصد و نود,1390/11/22
در روز 22 ۱۱ سال 1390,1390/11/22
در روز 22 ۱۱ سال ۱۳۹۰,1390/11/22
در روز 22 ۱۱ سال یک هزار و سیصد و نود,1390/11/22
در روز 22 یازده 1390,1390/11/22
در روز 22 یازده ۱۳۹۰,1390/11/22
در روز 22 یازده یک هزار و سیصد و نود,1390/11/22
در روز 22 یازده سال 1390,1390/11/22
در روز 22 یازده سال ۱۳۹۰,1390/11/22
در روز 22 یازده سال یک هزار و سیصد و نود,1390/11/22
در روز 22 یازدهم 1390,1390/11/22
در روز 22 یازدهم ۱۳۹۰,1390/11/22
در روز 22 یازدهم یک هزار و سیصد و نود,1390/11/22
در روز 22 یازدهم سال 1390,1390/11/22
در روز 22 یازدهم سال ۱۳۹۰,1390/11/22
در روز 22 یازدهم سال یک هزار و سیصد و نود,1390/11/22
در روز 22 بهمن 1390,1390/11/22
در روز 22 بهمن ۱۳۹۰,1390/11/22
در روز 22 بهمن یک هزار و سیصد و نود,1390/11/22
در روز 22 بهمن سال 1390,1390/11/22
در روز 22 بهمن سال ۱۳۹۰,1390/11/22
در روز 22 بهمن سال یک هزار و سیصد و نود,1390/11/22
در روز 22 ماه 11 1390,1390/11/22
در روز 22 ماه 11 ۱۳۹۰,1390/11/22
در روز 22 ماه 11 یک هزار و سیصد و نود,1390/11/22
در روز 22 ماه 11 سال 1390,1390/11/22
در روز 22 ماه 11 سال ۱۳۹۰,1390/11/22
در روز 22 ماه 11 سال یک هزار و سیصد و نود,1390/11/22
در روز 22 ماه ۱۱ 1390,1390/11/22
در روز 22 ماه ۱۱ ۱۳۹۰,1390/11/22
در روز 22 ماه ۱۱ یک هزار و سیصد و نود,1390/11/22
در روز 22 ماه ۱۱ سال 1390,1390/11/22
در روز 22 ماه ۱۱ سال ۱۳۹۰,1390/11/22
در روز 22 ماه ۱۱ سال یک هزار و سیصد و نود,1390/11/22
در روز 22 ماه یازده 1390,1390/11/22
در روز 22 ماه یازده ۱۳۹۰,1390/11/22
در روز 22 ماه یازده یک هزار و سیصد و نود,1390/11/22
در روز 22 ماه یازده سال 1390,1390/11/22
در روز 22 ماه یازده سال ۱۳۹۰,1390/11/22
در روز 22 ماه یازده سال یک هزار و سیصد و نود,1390/11/22
در روز 22 ماه بهمن 1390,1390/11/22
در روز 22 ماه بهمن ۱۳۹۰,1390/11/22
در روز 22 ماه بهمن یک هزار و سیصد و نود,1390/11/22
در روز 22 ماه بهمن سال 1390,1390/11/22
در روز 22 ماه بهمن سال ۱۳۹۰,1390/11/22
در روز 22 ماه بهمن سال یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ 11 1390,1390/11/22
در روز ۲۲ 11 ۱۳۹۰,1390/11/22
در روز ۲۲ 11 یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ 11 سال 1390,1390/11/22
در روز ۲۲ 11 سال ۱۳۹۰,1390/11/22
در روز ۲۲ 11 سال یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ ۱۱ 1390,1390/11/22
در روز ۲۲ ۱۱ ۱۳۹۰,1390/11/22
در روز ۲۲ ۱۱ یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ ۱۱ سال 1390,1390/11/22
در روز ۲۲ ۱۱ سال ۱۳۹۰,1390/11/22
در روز ۲۲ ۱۱ سال یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ یازده 1390,1390/11/22
در روز ۲۲ یازده ۱۳۹۰,1390/11/22
در روز ۲۲ یازده یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ یازده سال 1390,1390/11/22
در روز ۲۲ یازده سال ۱۳۹۰,1390/11/22
در روز ۲۲ یازده سال یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ یازدهم 1390,1390/11/22
در روز ۲۲ یازدهم ۱۳۹۰,1390/11/22
در روز ۲۲ یازدهم یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ یازدهم سال 1390,1390/11/22
در روز ۲۲ یازدهم سال ۱۳۹۰,1390/11/22
در روز ۲۲ یازدهم سال یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ بهمن 1390,1390/11/22
در روز ۲۲ بهمن ۱۳۹۰,1390/11/22
در روز ۲۲ بهمن یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ بهمن سال 1390,1390/11/22
در روز ۲۲ بهمن سال ۱۳۹۰,1390/11/22
در روز ۲۲ بهمن سال یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ ماه 11 1390,1390/11/22
در روز ۲۲ ماه 11 ۱۳۹۰,1390/11/22
در روز ۲۲ ماه 11 یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ ماه 11 سال 1390,1390/11/22
در روز ۲۲ ماه 11 سال ۱۳۹۰,1390/11/22
در روز ۲۲ ماه 11 سال یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ ماه ۱۱ 1390,1390/11/22
در روز ۲۲ ماه ۱۱ ۱۳۹۰,1390/11/22
در روز ۲۲ ماه ۱۱ یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ ماه ۱۱ سال 1390,1390/11/22
در روز ۲۲ ماه ۱۱ سال ۱۳۹۰,1390/11/22
در روز ۲۲ ماه ۱۱ سال یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ ماه یازده 1390,1390/11/22
در روز ۲۲ ماه یازده ۱۳۹۰,1390/11/22
در روز ۲۲ ماه یازده یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ ماه یازده سال 1390,1390/11/22
در روز ۲۲ ماه یازده سال ۱۳۹۰,1390/11/22
در روز ۲۲ ماه یازده سال یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ ماه بهمن 1390,1390/11/22
در روز ۲۲ ماه بهمن ۱۳۹۰,1390/11/22
در روز ۲۲ ماه بهمن یک هزار و سیصد و نود,1390/11/22
در روز ۲۲ ماه بهمن سال 1390,1390/11/22
در روز ۲۲ ماه بهمن سال ۱۳۹۰,1390/11/22
در روز ۲۲ ماه بهمن سال یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو 11 1390,1390/11/22
در روز بیست و دو 11 ۱۳۹۰,1390/11/22
در روز بیست و دو 11 یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو 11 سال 1390,1390/11/22
در روز بیست و دو 11 سال ۱۳۹۰,1390/11/22
در روز بیست و دو 11 سال یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو ۱۱ 1390,1390/11/22
در روز بیست و دو ۱۱ ۱۳۹۰,1390/11/22
در روز بیست و دو ۱۱ یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو ۱۱ سال 1390,1390/11/22
در روز بیست و دو ۱۱ سال ۱۳۹۰,1390/11/22
در روز بیست و دو ۱۱ سال یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو یازده 1390,1390/11/22
در روز بیست و دو یازده ۱۳۹۰,1390/11/22
در روز بیست و دو یازده یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو یازده سال 1390,1390/11/22
در روز بیست و دو یازده سال ۱۳۹۰,1390/11/22
در روز بیست و دو یازده سال یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو یازدهم 1390,1390/11/22
در روز بیست و دو یازدهم ۱۳۹۰,1390/11/22
در روز بیست و دو یازدهم یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو یازدهم سال 1390,1390/11/22
در روز بیست و دو یازدهم سال ۱۳۹۰,1390/11/22
در روز بیست و دو یازدهم سال یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو بهمن 1390,1390/11/22
در روز بیست و دو بهمن ۱۳۹۰,1390/11/22
در روز بیست و دو بهمن یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو بهمن سال 1390,1390/11/22
در روز بیست و دو بهمن سال ۱۳۹۰,1390/11/22
در روز بیست و دو بهمن سال یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو ماه 11 1390,1390/11/22
در روز بیست و دو ماه 11 ۱۳۹۰,1390/11/22
در روز بیست و دو ماه 11 یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو ماه 11 سال 1390,1390/11/22
در روز بیست و دو ماه 11 سال ۱۳۹۰,1390/11/22
در روز بیست و دو ماه 11 سال یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو ماه ۱۱ 1390,1390/11/22
در روز بیست و دو ماه ۱۱ ۱۳۹۰,1390/11/22
در روز بیست و دو ماه ۱۱ یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو ماه ۱۱ سال 1390,1390/11/22
در روز بیست و دو ماه ۱۱ سال ۱۳۹۰,1390/11/22
در روز بیست و دو ماه ۱۱ سال یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو ماه یازده 1390,1390/11/22
در روز بیست و دو ماه یازده ۱۳۹۰,1390/11/22
در روز بیست و دو ماه یازده یک هزار و سیصد و نود,1390/11/22
در روز بیست و دو ماه یازده سال 1390,1390/11/22
در روز بیست و دو ماه یازده سال ۱۳۹۰,1390/11/22
در روز بیست و دو ماه یازده سال یک هزار و سیصد و نود,1390/11/22
